"gene","M-F_log2ratio","pval","chr","human_ortholog"
"MAD1L1",0.0394489721314306,0.663983893544211,"3","MAD1L1"
"LOC709874",0.0394312897641121,0.0458099520039785,"9","C10orf53"
"GLT25D1",0.0394233452821249,0.147289412895311,"19",NA
"PPP2R3C",0.0394149845320704,0.376904510535645,"7","PPP2R3C"
"THBS2",0.0393905635387463,0.676133521774548,"4","THBS2"
"KDELC1",0.0393763060313143,0.0464337603960969,"17","KDELC1"
"MYBL2",0.0393685098868458,0.415016981771789,"10","MYBL2"
"LOC713517",0.0393568037453235,0.403748651665772,"10",NA
"ALS2",0.0393508062839398,0.407780823322721,"12","ALS2"
"CSE1L",0.0393389878430524,0.552468301447707,"10","CSE1L"
"LOC703794",0.0393029784040967,0.154531291905558,"5",NA
"PSMD6",0.0392982691528385,0.519443791759518,"2","PSMD6"
"ZMPSTE24",0.0392780163906464,0.593609620039238,"1","ZMPSTE24"
"NAP1L1",0.0392750445809986,0.437382907314568,"11","NAP1L1"
"C7H14orf1",0.039256813217981,0.393229561085973,"7","C14orf1"
"LOC718848",0.0392308901932839,0.445048050673129,"14","ST14"
"ALOX12",0.0392199572033147,0.263390080912555,"16","ALOX12"
"LOXL2",0.0392168291159508,0.407312317353622,"8","LOXL2"
"LOC716572",0.0392166048424216,0.115551950150401,"7","CCNK"
"SOGA1",0.0391950201233892,0.500410429262578,"10","SOGA1"
"MMP24",0.0391730590963238,0.395253844487824,"10","MMP24"
"LOC713755",0.0391650649089805,0.429395838008965,"19",NA
"LOC100430552",0.0391590040961045,0.161927567720174,"5",NA
"MRPS27",0.0391259509076424,0.307885297853782,"6","MRPS27"
"UBXN6",0.0391140925868092,0.332574710647115,"19","UBXN6"
"LOC705288",0.039109941560782,0.485240987700418,"8","KHDRBS3"
"TAF12",0.0391073808790266,0.438308965318392,"1","TAF12"
"ZBTB40",0.0391073418602391,0.520312482218222,"1","ZBTB40"
"SREBF2",0.0390850857030319,0.370603390371902,"10","SREBF2"
"LOC722345",0.0390705447200986,0.374789716850793,"1","MXD4"
"LOC710865",0.0390449420549111,0.524057715215133,"4",NA
"DEFB122",0.0390421798068517,0.1275268851285,"10",NA
"NT5C2",0.0390304927291429,0.211612654194068,"9","NT5C2"
"SSBP4",0.0390213673550915,0.55464192614027,"19","SSBP4"
"METTL13",0.0390183116813452,0.396101490571452,"1","METTL13"
"OCIAD1",0.0389844464283585,0.504966923413241,"5","OCIAD1"
"KBTBD3",0.0389821794741163,0.670211825416137,"14","KBTBD3"
"LOC100429989",0.0389547587866326,0.576945817117405,"5","CISD2"
"LOC100426535",0.0389541383452824,0.381841907101902,"7",NA
"PTPN23",0.0389516626690258,0.356409341660636,"2","PTPN23"
"QRSL1",0.0389391784911497,0.538063973840328,"4","QRSL1"
"ZNF598",0.0389000922422517,0.246001360760072,"20",NA
"TRMT61A",0.0388999956725323,0.119949448483808,"7","TRMT61A"
"POC1B",0.0388744090065805,0.473934237854274,"11","POC1B"
"SLC2A1",0.0388562830931144,0.51711504374684,"1","SLC2A1"
"EPHB3",0.0388320785665,0.112355639023313,"2","EPHB3"
"LOC718144",0.0388278063231513,0.463643981771141,"16","GNA13"
"DMPK",0.038820956437635,0.475272847765968,"19","DMPK"
"G6PC3",0.0388156847779654,0.0153410650133612,"16","G6PC3"
"FANCG",0.0388019875214169,0.370333383700398,"15","FANCG"
"TRIM8",0.038793623011585,0.351696920048717,"9","TRIM8"
"FAF1",0.0387843670447909,0.458234825074885,"1","FAF1"
"DHRS7",0.0387688854332252,0.581012474233287,"7","DHRS7"
"ADCK1",0.03874862638549,0.375694314519979,"7","ADCK1"
"MPP1",0.0387276192430894,0.360701900439667,"X","MPP1"
"TNNI3",0.038722735785683,0.362128330726749,"19","TNNI3"
"RTFDC1",0.0386995127450711,0.593207876124592,"10","RTFDC1"
"TMEM31",0.0386912133987417,0.485557059530172,"X","TMEM31"
"MARCH7",0.0386829921230053,0.594593739312485,"12","MARCH7"
"SART3",0.0386593757945593,0.455249656956325,"11","SART3"
"AGXT2L1",0.0386542556242079,0.414400837698204,"5","AGXT2L1"
"SOCS2",0.0385983721464791,0.459947507200701,"11","SOCS2"
"RSPH3",0.0385907318433549,0.298437666766384,"4","RSPH3"
"SEC63",0.0385617396518736,0.269220700966616,"4","SEC63"
"LOC716722",0.0385615908592488,0.170944634546111,"1",NA
"DAZAP2",0.0385547489406074,0.528164978485275,"11",NA
"HBE1",0.0385279643197279,0.806568412965234,"14","HBE1"
"HN1",0.0385273471443208,0.628378634663629,"16","HN1"
"VWA5B2",0.038519971521015,0.0766922611441657,"2","VWA5B2"
"PPP1R16A",0.0385125085959012,0.503232669528372,"8","PPP1R16A"
"SOST",0.0385047282624831,0.458794132634379,"16","SOST"
"SMAD4",0.0384942477645345,0.323347964862821,"18","SMAD4"
"CCT6B",0.0384883777872365,0.52122079612493,"16",NA
"EFNA3",0.0384879737599156,0.507089097225594,"1","EFNA3"
"COPS3",0.0384375104621769,0.481424403569922,"16","COPS3"
"CELF6",0.0384279491971816,0.19678853619317,"7","CELF6"
"C11H12orf57",0.0384277052800639,0.395449468210567,"11","C12orf57"
"MAST3",0.0384221980850585,0.46391042285472,"19","MAST3"
"SPTLC1",0.0384174098242104,0.554246227288015,"15",NA
"LOC698552",0.0384099240560576,0.641687685359233,"7","CALM2"
"BACH2",0.0383970609510114,0.561497503641197,"4","BACH2"
"TMEM205",0.0383732943347952,0.422448156962673,"19","TMEM205"
"LOC100427288",0.0383668371797802,0.486883044235243,"19",NA
"LOC717734",0.0383616115247666,0.496942439741365,"19",NA
"TANC1",0.038359118230293,0.663079230705992,"12","TANC1"
"TTLL12",0.0383526119353615,0.569635337219276,"10","TTLL12"
"LOC716932",0.0383462058688197,0.197123813809834,"14","ZFPL1"
"LOC719343",0.0383262488453314,0.327239982555357,"16","GPS1"
"WFS1",0.0383092881030583,0.535256078438286,"5","WFS1"
"PCID2",0.0383037770171044,0.520785549226663,"17","PCID2"
"SLC7A2",0.0382586413160761,0.55710046458287,"8","SLC7A2"
"IGFBP3",0.0382437517095229,0.553978869387699,"3","IGFBP3"
"MRPL23",0.0381552185264413,0.4239809543604,"14","MRPL23"
"SETDB1",0.0381465191610407,0.580707443373602,"1","SETDB1"
"GAS6",0.0381413681242131,0.43580113761826,"17","GAS6"
"SPAST",0.0381038420053226,0.608374134800374,"13",NA
"FBN3",0.0380971393311472,0.278672724100782,"19","FBN3"
"RFC3",0.0380970333062268,0.693478861236102,"17","RFC3"
"STRA6",0.0380923670602403,0.0885989391756445,"7","STRA6"
"NEO1",0.0380619112682488,0.245699981391912,"7","NEO1"
"ASAP2",0.0380611619525768,0.342834159710271,"13","ASAP2"
"ORAOV1",0.0380602319202689,0.375498614505331,"14","ORAOV1"
"MAGEF1",0.0380402441010827,0.407808366478519,"2","MAGEF1"
"PSMB5",0.0380183109180508,0.43818795477044,"7","PSMB5"
"TMEM183A",0.0380131845675256,0.439523119562204,"1","TMEM183A"
"POLE4",0.038009342569876,0.635135435568059,"13","POLE4"
"MMD",0.0379738669184762,0.461075509585096,"16","MMD"
"DDX23",0.0379631043310651,0.325606392169351,"11","DDX23"
"LOC715325",0.0379560025990739,0.374116687987734,"16","CCDC43"
"PSMA5",0.0379465953417282,0.543578168204985,"1","PSMA5"
"PLEKHG5",0.0379348540736963,0.102521581984258,"1","PLEKHG5"
"LOC712485",0.0379342318539861,0.107979952346722,"14","CARNS1"
"LOC717212",0.0379309971343259,0.0746830110461403,"4","PPT2"
"LOC707743",0.0379054902493806,0.373865759013298,"1",NA
"ARFGAP3",0.0379016164716073,0.480861765948257,"10","ARFGAP3"
"DTX1",0.0378598530235801,0.389332920891102,"11",NA
"MAMLD1",0.0378255105812644,0.293824109861364,"X","MAMLD1"
"HIST1H1D",0.0378202369998281,0.544919669115192,"4","HIST1H1D"
"TEX14",0.0377893360494663,0.249873947772695,"16","TEX14"
"LOC718463",0.0377853011609091,0.414705347276891,"4","LEMD2"
"RBM15B",0.037770308043258,0.253317195164077,"2","RBM15B"
"GADD45A",0.0377574562507677,0.445757894028357,"1","GADD45A"
"DRG2",0.0377105561955129,0.14778835321573,"16","DRG2"
"LOC717911",0.0376787595211489,0.354554292275967,"14","TRPT1"
"CCDC91",0.03763757526403,0.457888984076708,"11","CCDC91"
"SALL4",0.0375950484699712,0.521011114550098,"10","SALL4"
"LRWD1",0.0375932932208654,0.389280485428757,"3","LRWD1"
"FAM158A",0.0375780124078583,0.402817864164968,"7","EMC9"
"TSEN54",0.0375709342069743,0.141450522653517,"16","TSEN54"
"INPP5E",0.0375251328076659,0.260963460987775,"15","INPP5E"
"AZI1",0.0374921365277139,0.406399150776458,"16","AZI1"
"MPHOSPH10",0.0374852535798674,0.355999138174196,"13","MPHOSPH10"
"PLEKHM1",0.03743847783399,0.470043889496005,"16","PLEKHM1"
"NDUFAF5",0.0374369137410467,0.532748842621549,"10","NDUFAF5"
"SCML4",0.0374293524807807,0.196723657852462,"4","SCML4"
"NSMCE1",0.0374238028905604,0.499760604660475,"20","NSMCE1"
"LOC100428825",0.0373915928246822,0.451064845573607,"1",NA
"NFKBIL1",0.0373856618603546,0.359620566912969,"4","NFKBIL1"
"AKR1E2",0.0373688827713498,0.396556109613323,"9","AKR1E2"
"RABL2B",0.0373472881463912,0.513939176230387,"10","RABL2B"
"DEXI",0.0373470213088931,0.501413931149585,"20","DEXI"
"ASCL1",0.0373247890550665,0.709326797419363,"11","ASCL1"
"TMEM182",0.0372978665728188,0.678275071600385,"13","TMEM182"
"LOC100424671",0.0372974139016244,0.473709027729833,"3",NA
"SGPP2",0.0372912196084185,0.629764738248842,"12","SGPP2"
"LOC694906",0.0372862993895373,0.601532679567272,"3","FIGNL1"
"NUDT9",0.0372462195233842,0.451933236531724,"5","NUDT9"
"MRPS28",0.0372297920836777,0.403369876027704,"8","MRPS28"
"AHCTF1",0.0371948689837559,0.27189745340248,"1","AHCTF1"
"ZMYND8",0.0371849290683309,0.506716321899421,"10","ZMYND8"
"SUB1",0.0371692051505001,0.63207155637464,"6","SUB1"
"SWSAP1",0.0371326710774892,0.223399343162294,"19","SWSAP1"
"RMND1",0.0371019909905284,0.437774552871414,"4","RMND1"
"RFC2",0.0370979999130049,0.510619069646736,"3","RFC2"
"FRG1",0.0370873749915327,0.324847130916354,"5","FRG1"
"CASC3",0.0370783284733916,0.256210787721482,"16","CASC3"
"SCAP",0.0370703368705073,0.528327537517429,"2","SCAP"
"CHEK2",0.0370671227397175,0.31320483792017,"10","CHEK2"
"STARD10",0.0370635661841273,0.459393780961415,"14","STARD10"
"EXOC5",0.0370578556909605,0.331792567025495,"7","EXOC5"
"ORMDL1",0.0370442966048246,0.402602672883578,"12","ORMDL1"
"ADCY5",0.0370265637330708,0.58694880522216,"2","ADCY5"
"LY6H",0.03701955656113,0.568903888808537,"8","LY6H"
"MOGS",0.037017249671593,0.495970800925244,"13","MOGS"
"NUP107",0.0370152377900857,0.456729899229074,"11","NUP107"
"MKRN1",0.0370075978817317,0.604470084369862,"3","MKRN1"
"PKD2",0.0370023552485473,0.587583689086874,"5","PKD2"
"SLC12A8",0.0369709666227469,0.437760195110925,"2","SLC12A8"
"FGF14",0.0369343542316605,0.637696463198278,"17","FGF14"
"LOC100424797",0.0369266380661127,0.270891848036435,"19","ZNF444"
"PFKM",0.0369070485111556,0.505846465658973,"11","PFKM"
"LOC722263",0.036903694462042,0.501027409536767,"18",NA
"PEX13",0.0368919806094116,0.433749332672443,"13","PEX13"
"TCTA",0.0368912414932168,0.524598438532275,"2","TCTA"
"LOC711894",0.036890223728008,0.437743051690283,"14","TMEM134"
"LOC100425161",0.0368848574986824,0.338729577441587,"14","C11orf70"
"AGTPBP1",0.0368586604710342,0.512092992156803,"15","AGTPBP1"
"ZDHHC9",0.0368571672135859,0.204269531797218,"X","ZDHHC9"
"CPQ",0.036852939590032,0.524202168476933,"8","CPQ"
"SNRPN",0.0368472882055446,0.554812366380278,"7","SNRPN"
"APTX",0.0368240255648852,0.195216878149615,"15","APTX"
"GABPB1",0.0368227886352437,0.599874714740315,"7","GABPB1"
"LOC696253",0.0367966596839001,0.464770010787617,"4","HIST2H4B"
"AARS",0.0367927292079344,0.708065506816153,"20","AARS"
"PRKDC",0.0367684101724485,0.143188853445075,"8","PRKDC"
"CMTM6",0.0367599079664077,0.387383444728327,"2","CMTM6"
"THAP11",0.0367452627141173,0.402482451849036,"20","THAP11"
"LOC100429140",0.0367393134553575,0.446462823039213,"2",NA
"TMEM17",0.0366987672136111,0.671096773968944,"13",NA
"HIP1",0.0366900535405295,0.633196291077193,"3","HIP1"
"LOC695085",0.036682751768323,0.205889149190316,"2","SCN5A"
"SHROOM4",0.0366419147197477,0.126648781353664,"X","SHROOM4"
"RNF44",0.0366375626691228,0.403018599168454,"6","RNF44"
"NAPA",0.0366270864945625,0.479297180631325,"19","NAPA"
"TM2D2",0.0366238108691176,0.608620870661343,"8","TM2D2"
"LOC712288",0.0366120981573538,0.707410799517738,"4","RSPO3"
"CALR",0.0366045907671042,0.291270454128348,"19","CALR"
"ASIC2",0.036576645627655,0.603019601273837,"16","ASIC2"
"KERA",0.0365640229157106,0.543614092759673,"11","KERA"
"C3H21orf62",0.0365575941601339,0.608887886325946,"3","C21orf62"
"SARS",0.03653372142027,0.348739154615891,"1",NA
"TRPC4AP",0.0365325362532527,0.482549555527118,"10",NA
"PPP1R13B",0.0365283507548697,0.479719499527415,"7","PPP1R13B"
"SF3B2",0.0365204988082614,0.474206779049608,"14","SF3B2"
"LOC705533",0.0365120683648092,0.392635581004721,"8",NA
"NUDT7",0.0365094844357092,0.532123183811023,"20","NUDT7"
"CCDC88C",0.0365014095270917,0.300547026872715,"7","CCDC88C"
"SLC44A5",0.0365009903646816,0.584639140963246,"1","SLC44A5"
"MSN",0.0364830197197175,0.553317682827401,"X","MSN"
"BLOC1S2",0.0364694254590643,0.634214075687357,"9","BLOC1S2"
"LOC714271",0.0364297211445869,0.435025169439799,"14","FOXRED1"
"KIAA0174",0.0363958509413253,0.39728800638363,"20",NA
"CGREF1",0.0363710272091919,0.602711015876046,"13","CGREF1"
"MAP6",0.0363196617003886,0.63087993288519,"14","MAP6"
"RPA2",0.0362886300024096,0.422432130219299,"1","RPA2"
"GNPAT",0.0362879772020358,0.165490663866051,"1","GNPAT"
"DNAJC25",0.036281843911175,0.465623249962993,"15","DNAJC25"
"YWHAH",0.0362787022309439,0.657249498089077,"10","YWHAH"
"EIF2AK3",0.0362708003514777,0.498990162021108,"13","EIF2AK3"
"PIM1",0.0362679965344185,0.278019298038899,"4","PIM1"
"NCAPG",0.0362532150302069,0.682934657557524,"5","NCAPG"
"LOC713878",0.0362490457553238,0.443637050891106,"19",NA
"ANKRD18A",0.0362478109587657,0.515778457804636,"15",NA
"FAM92A1",0.0362072786995387,0.587230867473279,"8","FAM92A1"
"LOC712361",0.0361946349514666,0.610829659334751,"20",NA
"GALK2",0.0361905873200166,0.281339724139401,"7","GALK2"
"NASP",0.03617591017898,0.390323401357752,"1","NASP"
"CCL27",0.0361636604888194,0.315133003108377,"15","CCL27"
"SDC3",0.0361538638185794,0.639315949813379,"1","SDC3"
"MLX",0.0361454447808915,0.50848388544714,"16","MLX"
"EMC2",0.0361378683576309,0.605888406266075,"8","EMC2"
"ERBB2",0.0361290844972705,0.494011629021193,"16","ERBB2"
"TMEM39B",0.0361237941602144,0.335355006880953,"1","TMEM39B"
"LOC714069",0.0361076252040094,0.158660898806036,"3",NA
"ABLIM1",0.0361055146613746,0.504807811134738,"9",NA
"MAF1",0.036088760399264,0.402695679217771,"8","MAF1"
"SMURF1",0.0360766926737784,0.415333771553334,"3","SMURF1"
"LOC714632",0.0360650576776136,0.536272580739029,"1","YIPF1"
"SEC61A2",0.0360285645398459,0.301332742912535,"9","SEC61A2"
"LOC722173",0.0360269540844802,0.695639492737519,"3","PFKL"
"SATB2",0.0360231119847828,0.717218325289175,"12","SATB2"
"PLDN",0.0360043209663266,0.574915646252632,"7","BLOC1S6"
"ANTXR1",0.036002073809761,0.642253479402532,"13",NA
"LOC704173",0.0359946497215654,0.582939744096496,"19",NA
"TYW1",0.0359935130353591,0.425003324090914,"3","TYW1"
"RALBP1",0.0359533252784019,0.361069015688392,"18","RALBP1"
"LOC722347",0.035950774471482,0.480365284244073,"11","CSDA"
"LOC706393",0.0359472044870752,0.298315314109388,"19","C19orf24"
"LOC719049",0.0359461209590296,0.412619795239389,"4","SLC26A8"
"CASK",0.0359307888000494,0.418694370556751,"X","CASK"
"DZIP1",0.0359307714715297,0.635982601106255,"17","DZIP1"
"LOC712341",0.0359015782342694,0.619774627826059,"11","COQ10A"
"NFRKB",0.035900686624749,0.596887023663936,"14","NFRKB"
"SERTAD3",0.0358940582624539,0.276295618886285,"19","SERTAD3"
"SEMA4A",0.0358834566418153,0.636706274598355,"1","SEMA4A"
"PLK1S1",0.0358707978527285,0.445730781600578,"10","PLK1S1"
"PER1",0.0358548753088201,0.445657346520477,"16","PER1"
"ADIPOR1",0.0358413138574591,0.553441466985543,"1","ADIPOR1"
"TRUB2",0.035833307661753,0.564679415198676,"15","TRUB2"
"VIMP",0.0358292949029926,0.530503568409645,"7","VIMP"
"KPTN",0.0358170153773548,0.463847359090327,"19","KPTN"
"GANAB",0.0358105998609657,0.449116203425679,"14","GANAB"
"KCNJ13",0.0358063720311452,1,"12","KCNJ13"
"CDK5RAP3",0.0357992240017793,0.580100486329044,"16","CDK5RAP3"
"IGSF21",0.0357908434336521,0.591175091506321,"1","IGSF21"
"UBE2D3",0.0357898754829746,0.601661547939112,"5","UBE2D3"
"SGSM2",0.0357868095081119,0.477683888746781,"16","SGSM2"
"PDLIM7",0.0357684631992683,0.407910685085325,"6",NA
"CYP4V2",0.0357327380468255,0.67481339953615,"5","CYP4V2"
"SH3PXD2A",0.0357155426427293,0.397716037880737,"9","SH3PXD2A"
"STX10",0.0357062193494745,0.216670131801,"19","STX10"
"MAPK8",0.0357005858507556,0.30907325080764,"9","MAPK8"
"PACS1",0.0356579935696973,0.371081864445806,"14",NA
"RPS28",0.0356519221594415,0.256208413534099,"19","RPS28"
"OLFM1",0.035630831306619,0.690311443893459,"15","OLFM1"
"NFKBIE",0.0356137262111063,0.472008326556473,"4","NFKBIE"
"INPP5B",0.0355995785904083,0.365719465021085,"1",NA
"LOC706928",0.0355612089134262,0.502659379948741,"19",NA
"LOC722620",0.0355468358837907,0.46185395921514,"15","SLC27A4"
"GSTA4",0.0355441203568121,0.582155570743146,"4","GSTA4"
"NNT",0.0355433499865525,0.228051258886337,"6","NNT"
"LOC716423",0.0355424837109595,0.39375663346347,"10","STK35"
"LOC713905",0.0355379902161135,0.139349179440965,"6","CATSPER3"
"CTU1",0.0355368600662292,0.557475697584045,"19","CTU1"
"LOC722609",0.0355300257513356,0.679410367935689,"15","WDR34"
"LOC100428539",0.0355254042350231,0.724726308093619,"16",NA
"RIC8A",0.0355171031795553,0.4639733353794,"14","RIC8A"
"CNOT1",0.0355166746459783,0.327553304053199,"20","CNOT1"
"ALDH1A2",0.0355127660455539,0.24292668400581,"7","ALDH1A2"
"C1H1orf64",0.0355018731938549,0.630794815087062,"1","C1orf64"
"ZMYND19",0.0354968263876458,0.461044246516212,"15","ZMYND19"
"GGA1",0.0354887865274184,0.42868340678068,"10","GGA1"
"ATPBD4",0.0354887190705468,0.666112156887353,"7","ATPBD4"
"C13H2orf68",0.0354814570678076,0.155752031097427,"13","C2orf68"
"CRTC2",0.0354543584196887,0.348518782363923,"1","CRTC2"
"SEPW1",0.0354531974822327,0.3592992445624,"19","SEPW1"
"RNF181",0.0354511596282507,0.590671471134079,"13","RNF181"
"SLC7A6OS",0.0354467116967928,0.224285110574496,"20",NA
"ANO6",0.0354347230066853,0.703398739246876,"11","ANO6"
"ZNF43",0.0354242345662817,0.277601309863985,"19","ZNF43"
"OLFM3",0.0354212370461711,0.72305637336845,"1","OLFM3"
"RAB5A",0.0353934655382905,0.414812502276981,"2","RAB5A"
"C3H7orf55",0.0353699430888855,0.366950359677831,"3","C7orf55"
"XAB2",0.0353699108441771,0.21809862288741,"19","XAB2"
"LOC722414",0.0353486525194288,0.107840763140727,"6",NA
"DACT2",0.0353415431031215,0.0524600589558637,"4","DACT2"
"ACBD6",0.0353315794530772,0.329057499436225,"1","ACBD6"
"MITF",0.0353281033546184,0.670885453435802,"2","MITF"
"HSPA13",0.0353059194020233,0.57617618726816,"3","HSPA13"
"DLL1",0.0353039195621077,0.528921112782895,"4","DLL1"
"B3GALT4",0.0352966723940018,0.472228070824924,"4","B3GALT4"
"VAC14",0.0352959054617228,0.441484245396709,"20","VAC14"
"LOC100431069",0.0352608432303514,0.363408448408975,"10",NA
"LOC707831",0.0352573846640727,0.591461854416337,"3","UBE2D4"
"POLB",0.0352477916975455,0.344544870267113,"8","POLB"
"PSMB1",0.0352292303812576,0.745810400373766,"4","PSMB1"
"ZDHHC1",0.0352046515271132,0.211836360002728,"20","ZDHHC1"
"LOC696140",0.0351960236799538,0.362734631889587,"6",NA
"LOC718873",0.0351958244119787,0.15780070478719,"16","AMZ2"
"LOC716387",0.0351853627480482,0.572334577948033,"2","SS18L2"
"YBX1",0.0351327751202792,0.569804571832452,"1",NA
"DUT",0.0351265659319096,0.635323435289998,"7","DUT"
"ALKBH1",0.0351055344888897,0.435558805762319,"7","ALKBH1"
"FBXO11",0.0350912894968686,0.309004960222843,"13","FBXO11"
"SHC1",0.0350754754240123,0.499444308035828,"1","SHC1"
"MAPT",0.0350485887154502,0.750981818778528,"16","MAPT"
"KCTD18",0.035047739878183,0.587764565200915,"12","KCTD18"
"DCC",0.0350169890017092,0.646763845300479,"18","DCC"
"TMEM9",0.0350064744561221,0.527392993342959,"1","TMEM9"
"TCF7L1",0.0350048079838497,0.331807084621166,"13","TCF7L1"
"VPS72",0.0349971233699281,0.666710066001432,"1","VPS72"
"ENOX2",0.0349880796420036,0.457464505911423,"X","ENOX2"
"ALDH1A1",0.034978621973164,0.666743250314991,"15","ALDH1A1"
"FKBP10",0.0349452934614565,0.177092748655826,"16","FKBP10"
"RAB11A",0.0349342315687544,0.488961836830014,"7","RAB11A"
"LOC703488",0.0349253008831007,0.749556642925499,"20",NA
"FLVCR1",0.034906972150288,0.403754188879099,"1","FLVCR1"
"CHTF8",0.0348822481547385,0.349554377442557,"20","CHTF8"
"DHX9",0.0348676175591295,0.408988885370573,"1","DHX9"
"KHNYN",0.0348144987311462,0.351758166424441,"7","KHNYN"
"AP2A2",0.0348133747597065,0.568732757938207,"14","AP2A2"
"LOC719544",0.0348119132688221,0.722349424837938,"19","C19orf44"
"UBE2S",0.0348066997146832,0.483076664264175,"19","UBE2S"
"GRM8",0.0348060063970674,0.514059542775932,"3","GRM8"
"PLSCR4",0.034796998596308,0.721243373270707,"2","PLSCR4"
"LOC719564",0.0347921366627477,0.304987443155224,"1",NA
"SLC25A22",0.0347846681260287,0.436175485728681,"14","SLC25A22"
"LPAR6",0.0347616596389866,0.535094111695782,"17","LPAR6"
"PAQR8",0.0347593349913267,0.606372580088208,"4","PAQR8"
"LOC721991",0.0347501405220405,0.470729371673412,"3","POFUT2"
"EFHC1",0.0347457236742539,0.621203355548973,"4","EFHC1"
"NKIRAS2",0.0347410972700538,0.454212703531547,"16","NKIRAS2"
"LUC7L3",0.0347379057105253,0.650607169989418,"16","LUC7L3"
"LOC712130",0.0347178717258691,0.444540832502235,"11","SMARCD1"
"PPAPDC2",0.0346761552039143,0.537688488810042,"15","PPAPDC2"
