"Gene","Layer","Age","Region","log2FoldChange","Pvalue"
"PAQR8","L5/L6","E90","ACG",1.05965973329716,0.0419946968458545
"PGM1","L5/L6","E90","ACG",1.32137786959511,0.0422013702614639
"CLU","L5/L6","E90","ACG",1.2669157377737,0.044555922703638
"KANK1","L5/L6","E90","ACG",1.23229819624682,0.0455181535823977
"CAMK1","L5/L6","E90","ACG",1.09698478940284,0.0456951712027791
"SUSD4","L5/L6","E90","ACG",1.01516389604778,0.0457208057707865
"GREM1","L5/L6","E90","ACG",1.72068307977555,0.0457901289686001
"LOC709676","L5/L6","E90","ACG",1.81947352541775,0.0457908650933001
"SGPP2","L5/L6","E90","ACG",1.5028034210654,0.0478900276944129
"MYBPC1","L5/L6","E90","ACG",1.35426925709762,0.0480846901827843
"MEGF10","L5/L6","E90","ACG",1.17002243397375,0.0481594987726936
"PTGS2","L5/L6","E90","ACG",1.27699662725838,0.0494874802281722
"DPP4","L5/L6","E90","ACG",1.44509829096431,0.0499726591174235
"UNC5D","L5/L6","E90","V1",1.69242824923896,7.57674611986395e-06
"CDH12","L5/L6","E90","V1",1.42150591702938,3.67529112431507e-05
"ODZ2","L5/L6","E90","V1",1.67251568381641,6.02011908733692e-05
"LOC100425402","L5/L6","E90","V1",1.0488875123103,6.27471338303339e-05
"FZD1","L5/L6","E90","V1",1.42617160963614,8.58956353206429e-05
"BCOR","L5/L6","E90","V1",1.38739503476229,8.65250856259537e-05
"MID1","L5/L6","E90","V1",2.25920784031659,0.000184053568513507
"PAK7","L5/L6","E90","V1",1.08871661630093,0.000184648541504237
"LOC718339","L5/L6","E90","V1",1.2583089303032,0.000205375118396328
"FAM181B","L5/L6","E90","V1",1.26698250115044,0.000315319819256408
"LOC694524","L5/L6","E90","V1",1.56273438169907,0.000363368395893509
"NR2F1","L5/L6","E90","V1",1.65419372950518,0.000382901803833204
"LOC100424862","L5/L6","E90","V1",1.62414706246967,0.000470961676990263
"IGDCC3","L5/L6","E90","V1",1.53799889706825,0.000482746184816531
"ESRRG","L5/L6","E90","V1",2.55163265639652,0.000597774746918121
"LOC707416","L5/L6","E90","V1",1.35214829215276,0.000636425548932351
"RYR2","L5/L6","E90","V1",1.02426377084506,0.000684566298925109
"ENPP2","L5/L6","E90","V1",1.64372041341796,0.000694948646558699
"SEMA7A","L5/L6","E90","V1",1.64459368396213,0.00069926603088406
"PHF17","L5/L6","E90","V1",2.18715129631119,0.000732929299794325
"LOC708263","L5/L6","E90","V1",1.55030415410592,0.00077756536324426
"ADAMTS6","L5/L6","E90","V1",1.10741218489006,0.000854048241292177
"PDYN","L5/L6","E90","V1",1.51273211501384,0.000934424613129341
"NLGN1","L5/L6","E90","V1",1.68628687040773,0.000983143535607597
"ABI3BP","L5/L6","E90","V1",3.8979741895848,0.00103080323157447
"PCDH7","L5/L6","E90","V1",1.18923768128762,0.00106789548436539
"CNTN5","L5/L6","E90","V1",2.92844933735063,0.00114324403405937
"LOC722137","L5/L6","E90","V1",1.90139436021582,0.00116807554961368
"UNC13C","L5/L6","E90","V1",1.44472542651108,0.00119423947373355
"KCNH7","L5/L6","E90","V1",1.30313439165168,0.00132248881005312
"TIAM1","L5/L6","E90","V1",1.40998198322244,0.00133173893251411
"CAMK4","L5/L6","E90","V1",1.20058068994888,0.00138684375852781
"LOC704341","L5/L6","E90","V1",1.04796413756454,0.001396884076593
"ZNF248","L5/L6","E90","V1",1.06479691955766,0.00140781826838998
"ACVR1C","L5/L6","E90","V1",2.94472876658329,0.0015065124085366
"NPTX1","L5/L6","E90","V1",2.19609510923234,0.00159087175460515
"GABRA2","L5/L6","E90","V1",1.72314477753867,0.00179033498898458
"PTX3","L5/L6","E90","V1",2.63140171078983,0.00185949838706721
"EPHA3","L5/L6","E90","V1",2.31226973991578,0.00189525350908665
"TSHZ1","L5/L6","E90","V1",3.32468897759143,0.00193361450714842
"BMPR1B","L5/L6","E90","V1",2.50459580521191,0.00198835801600134
"MED13L","L5/L6","E90","V1",1.35142609920267,0.00203991496195458
"SIPA1L2","L5/L6","E90","V1",2.3788507474876,0.00221857698139489
"TSHZ3","L5/L6","E90","V1",1.71042132695765,0.00233118162736298
"ZNF462","L5/L6","E90","V1",1.33904254337418,0.00233271657307548
"ETV6","L5/L6","E90","V1",1.25183442450019,0.00233912613749455
"BOC","L5/L6","E90","V1",1.36828004130503,0.00255179478325832
"RPS6","L5/L6","E90","V1",1.18173850393113,0.00261020907945037
"KIAA0182","L5/L6","E90","V1",1.74798838369524,0.00286830321150416
"VEZF1","L5/L6","E90","V1",1.0543271699955,0.00288010105560312
"CNTNAP5","L5/L6","E90","V1",1.4104833625286,0.00313673654329056
"SGK1","L5/L6","E90","V1",1.31009188095065,0.00314381499701823
"ADRA2A","L5/L6","E90","V1",1.09094168499236,0.00326374596910279
"KLF16","L5/L6","E90","V1",1.5116096715329,0.00331594014341015
"LOC711599","L5/L6","E90","V1",1.06714791796186,0.00336553072412742
"CYTIP","L5/L6","E90","V1",2.47838036369829,0.00349904854317093
"LOC716712","L5/L6","E90","V1",1.21237199812907,0.00371885978461683
"FAT3","L5/L6","E90","V1",1.8491392732999,0.00388595331749782
"LOC712795","L5/L6","E90","V1",1.50652822205003,0.00420131058208189
"INHBA","L5/L6","E90","V1",1.73685546258514,0.0042215650117092
"ATXN1","L5/L6","E90","V1",1.09186385445461,0.00426004403340105
"LOC722276","L5/L6","E90","V1",1.5966895459027,0.00434449833140656
"LOC100428717","L5/L6","E90","V1",1.08748067702559,0.0044541864085215
"MTR","L5/L6","E90","V1",1.06907159608806,0.00454393130616231
"NEB","L5/L6","E90","V1",1.84440644130294,0.00455298888701049
"HS3ST1","L5/L6","E90","V1",1.37018214441824,0.00462673699288086
"LOC695170","L5/L6","E90","V1",1.36732813093254,0.00479390619290875
"SREK1IP1","L5/L6","E90","V1",1.07552069670275,0.00498341903292515
"NREP","L5/L6","E90","V1",3.10128911056718,0.00512181063004321
"NEDD9","L5/L6","E90","V1",1.60249504655782,0.00527205075267923
"C5H4orf32","L5/L6","E90","V1",1.11075967557773,0.00543837739172982
"TMPRSS7","L5/L6","E90","V1",1.21516251822807,0.00601375165630326
"CLIC4","L5/L6","E90","V1",1.42465949448257,0.00647131585822524
"EPHA6","L5/L6","E90","V1",2.59660255941577,0.00653374236452598
"CTTNBP2","L5/L6","E90","V1",1.06243007642052,0.00653633359678114
"NFIB","L5/L6","E90","V1",1.12127422506761,0.00672985278866077
"PALMD","L5/L6","E90","V1",1.45291299539375,0.00688633047671618
"SNAI2","L5/L6","E90","V1",2.66124290615336,0.00690090045128725
"RUNX1T1","L5/L6","E90","V1",1.19548514659077,0.00699253073733694
"DEPTOR","L5/L6","E90","V1",1.55985866664181,0.00699606020050015
"F3","L5/L6","E90","V1",1.46120556931289,0.0070902699310717
"BTG1","L5/L6","E90","V1",1.26411137810465,0.00716716803391405
"RASL11B","L5/L6","E90","V1",1.32126864775144,0.00747740022895356
"LOC717376","L5/L6","E90","V1",1.56850497606415,0.00767805953126833
"FRMD3","L5/L6","E90","V1",1.12564219163331,0.00805342639819327
"GLRX2","L5/L6","E90","V1",1.18465143473106,0.00818826468974132
"KLHL32","L5/L6","E90","V1",2.01744435049054,0.00831111900977837
"LOC710076","L5/L6","E90","V1",1.03562220604712,0.0083151132678123
"MAMDC2","L5/L6","E90","V1",1.57722518170729,0.00843113765355903
"BARD1","L5/L6","E90","V1",1.60645446158258,0.00860514889816761
"RORA","L5/L6","E90","V1",1.00892595239,0.00876935797359086
"NEK2","L5/L6","E90","V1",1.9124891822554,0.00905029725528497
"KLF9","L5/L6","E90","V1",1.46451201627961,0.00907779098258738
"LOC100425521","L5/L6","E90","V1",1.00439807510343,0.00927974113714644
"CSGALNACT1","L5/L6","E90","V1",2.17400339517195,0.00944918488732157
"SSX2IP","L5/L6","E90","V1",1.21334633103672,0.0094997601361702
"ACTN2","L5/L6","E90","V1",2.29482661351883,0.00990873967915338
"ADAMTS9","L5/L6","E90","V1",1.9591794411597,0.0105337470489091
"FRMD4B","L5/L6","E90","V1",1.18227590227037,0.0106926045742853
"MTF2","L5/L6","E90","V1",1.19127567922767,0.0107530264900239
"FHL2","L5/L6","E90","V1",1.83452056380114,0.0108020555937562
"LOC706468","L5/L6","E90","V1",1.24113236881435,0.0112467463363793
"FAM101A","L5/L6","E90","V1",1.41367971147831,0.011340613815425
"TET2","L5/L6","E90","V1",1.10225005751014,0.0119355544551976
"RASL10A","L5/L6","E90","V1",1.34351665579544,0.0120943404444591
"CHSY3","L5/L6","E90","V1",1.05016343440411,0.0129130265577616
"SCN1A","L5/L6","E90","V1",1.3828935333099,0.0129143051745159
"KCNT2","L5/L6","E90","V1",2.04179724588275,0.0129409102714987
"RNF19A","L5/L6","E90","V1",1.2015965186569,0.0135477184238822
"AKAP7","L5/L6","E90","V1",1.00831680245237,0.0140139210864173
"PLEKHG3","L5/L6","E90","V1",1.15404030456763,0.0147722647888954
"LOC715099","L5/L6","E90","V1",1.05975728835183,0.0153487220321093
"THBS1","L5/L6","E90","V1",2.17193270153267,0.0162224501856298
"LOC709169","L5/L6","E90","V1",1.28228799081651,0.0179832323451904
"ACVR1","L5/L6","E90","V1",1.11593000108811,0.0187949707130808
"GPR137C","L5/L6","E90","V1",1.14004516126244,0.019683632261642
"LOC701416","L5/L6","E90","V1",1.01577513202968,0.0205313670467564
"FAM198B","L5/L6","E90","V1",1.79825868017655,0.0210977225548967
"THSD7A","L5/L6","E90","V1",1.23507562304558,0.0224877846879645
"LOC708644","L5/L6","E90","V1",1.14946691333386,0.0225776308514784
"LOC714876","L5/L6","E90","V1",1.25211515401257,0.0235300722915736
"LOC100430537","L5/L6","E90","V1",1.04330925394138,0.0246349380789878
"ASTN2","L5/L6","E90","V1",1.00307990363046,0.0274544454316946
"LOC716031","L5/L6","E90","V1",1.17336896009928,0.0282936716626365
"DSEL","L5/L6","E90","V1",1.05786487242273,0.0295955865444051
"B3GNT5","L5/L6","E90","V1",1.10017579259783,0.029922796640009
"PROK2","L5/L6","E90","V1",1.83193544593809,0.0304928248982303
"LOC697171","L5/L6","E90","V1",1.43501524576905,0.033743148305119
"SUV39H2","L5/L6","E90","V1",1.11445853500607,0.0345526414706306
"ELL2","L5/L6","E90","V1",1.16963106444359,0.0360203556600622
"STARD13","L5/L6","E90","V1",1.230400800406,0.0360845991548407
"LOC712288","L5/L6","E90","V1",1.02972802465158,0.037832206846498
"C2H3orf58","L5/L6","E90","V1",1.41470540065537,0.0393705011695594
"CACNB4","L5/L6","E90","V1",1.33473245750406,0.0416484890142755
"LOC708128","L5/L6","E90","V1",1.42410566900114,0.0440964321436434
"TIFA","L5/L6","E90","V1",1.39829999064296,0.045011256752574
"LOC100426700","L5/L6","E90","V1",1.05555346710007,0.0455025881912987
"EPHA4","L5/L6","E90","V1",1.03087374606157,0.0458553798810774
"SLC26A7","L5/L6","E90","V1",2.0506864933086,0.04618922468115
"HBS1L","L5/L6","E90","V1",1.14680122131692,0.0467820624667171
"AGAP1","L5/L6","E90","V1",1.18860108603233,0.0499872166720341
"LOC715535","L5/L6","E120","ACG",2.90263539178731,1.73043605963437e-05
"C1QL3","L5/L6","E120","ACG",2.93237690842265,1.76173512444238e-05
"SPINK2","L5/L6","E120","ACG",1.45367566285702,3.62094872362974e-05
"MAOA","L5/L6","E120","ACG",1.23029859285174,6.17236535870944e-05
"BDNF","L5/L6","E120","ACG",3.04575202006103,0.000183657854335882
"GDF10","L5/L6","E120","ACG",1.95294379000573,0.000226583152906196
"INHBB","L5/L6","E120","ACG",1.08215680097513,0.000236949167380347
"RGS20","L5/L6","E120","ACG",2.40106959681485,0.000257938934856419
"SYT17","L5/L6","E120","ACG",2.51547597312366,0.000322311420934374
"SV2B","L5/L6","E120","ACG",2.07139017108072,0.000326590196177479
"FNDC1","L5/L6","E120","ACG",2.04487597628905,0.000370139395588733
"CHRNA5","L5/L6","E120","ACG",2.03078034958218,0.000487691844551816
"CBLN2","L5/L6","E120","ACG",1.64476739692033,0.000512474424515057
"LOC708206","L5/L6","E120","ACG",3.18743310747872,0.000516343516579683
"MAN1A1","L5/L6","E120","ACG",1.10520870004439,0.000530173483875349
"SERPINB1","L5/L6","E120","ACG",2.2446048692279,0.000571857508011607
"LOC100424360","L5/L6","E120","ACG",3.66087588627732,0.000679203045616536
"CNTN6","L5/L6","E120","ACG",3.07004888042408,0.000697633751047568
"SSTR1","L5/L6","E120","ACG",1.89557440815055,0.00076291532479402
"NUAK1","L5/L6","E120","ACG",1.39524676264968,0.000844219160136742
"TNIP3","L5/L6","E120","ACG",1.54007864370858,0.000977263318886654
"DACH1","L5/L6","E120","ACG",1.48765195498472,0.00107258989143157
"UBASH3B","L5/L6","E120","ACG",1.24692846746507,0.0010815338151226
"RASAL1","L5/L6","E120","ACG",2.46705924152754,0.00110392232754116
"CAPSL","L5/L6","E120","ACG",1.87496463388038,0.00124539320071081
"LRIG1","L5/L6","E120","ACG",1.0042516079801,0.00130543232610229
"ST18","L5/L6","E120","ACG",1.35200217779383,0.00133467749863537
"GJA1","L5/L6","E120","ACG",1.43151928748045,0.0013702410677114
"SPRY2","L5/L6","E120","ACG",1.68260999845782,0.00153373682720798
"ITPR1","L5/L6","E120","ACG",2.33041375944574,0.00165696741703109
"SHC3","L5/L6","E120","ACG",1.03682883204196,0.00166035361828765
"CD36","L5/L6","E120","ACG",1.81592483561486,0.00169361614528787
"LGALS3","L5/L6","E120","ACG",1.56353999270001,0.00171312990816877
"CCDC147","L5/L6","E120","ACG",1.76639827734505,0.00171452896187146
"IGFBP5","L5/L6","E120","ACG",2.24960323250995,0.00179612885837022
"LOC714534","L5/L6","E120","ACG",1.45531867278038,0.0019386561657366
"PTPRT","L5/L6","E120","ACG",1.58106400534137,0.00200544317606931
"LOC707129","L5/L6","E120","ACG",3.35357751392784,0.00201398530927873
"FZD7","L5/L6","E120","ACG",1.23225816435855,0.00209713895176798
"NDP","L5/L6","E120","ACG",1.31928479845164,0.00221002185313576
"SOSTDC1","L5/L6","E120","ACG",3.04278493043855,0.00235668440139062
"AVIL","L5/L6","E120","ACG",2.69694389883348,0.00247731636586833
"VIT","L5/L6","E120","ACG",1.04695738479715,0.00260299510693871
"BTBD3","L5/L6","E120","ACG",1.41027456383639,0.00270733908858297
"AGT","L5/L6","E120","ACG",2.65507538498126,0.00271770234488222
"LOC697794","L5/L6","E120","ACG",1.27100156815186,0.00287036669765949
"KAL1","L5/L6","E120","ACG",1.65078726595927,0.00297194686722122
"CXHXorf57","L5/L6","E120","ACG",1.50152273519838,0.00301180677961021
"LOC699284","L5/L6","E120","ACG",1.30871252129142,0.00301588581225499
"ATP2B4","L5/L6","E120","ACG",1.49809214757943,0.0030720401903115
"PAQR9","L5/L6","E120","ACG",1.3261175157502,0.00307587624170785
"KIAA1024","L5/L6","E120","ACG",1.26919799429248,0.00309509628226949
"SGMS2","L5/L6","E120","ACG",2.33097974327955,0.00313213121673256
"LOC694650","L5/L6","E120","ACG",1.01948272485771,0.0032139319042726
"HEXB","L5/L6","E120","ACG",1.10402955217043,0.00321737887357339
"LOC713954","L5/L6","E120","ACG",1.59785290059877,0.00326378133377021
"LOC699173","L5/L6","E120","ACG",1.00396216529471,0.00338004641689103
"GABRB1","L5/L6","E120","ACG",1.02657663018848,0.00343135424606934
"RRAS2","L5/L6","E120","ACG",1.20595078357683,0.00346866976976927
"FLRT2","L5/L6","E120","ACG",1.82318232813665,0.00356655401321441
"CALD1","L5/L6","E120","ACG",1.37119033757554,0.00369785382241794
"CDYL2","L5/L6","E120","ACG",1.22618593028125,0.00369840486705879
"IL13RA2","L5/L6","E120","ACG",1.4960400972504,0.00376190716906991
"PTPLAD2","L5/L6","E120","ACG",1.5457318039298,0.00378629340948754
"CAMK2D","L5/L6","E120","ACG",1.24506542725398,0.00390766117831219
"KLHL29","L5/L6","E120","ACG",1.04197319299593,0.0040031219490119
"PIR","L5/L6","E120","ACG",1.59773136017803,0.00416948504623952
"LOC703488","L5/L6","E120","ACG",2.21352528124342,0.00437452900098383
"THRB","L5/L6","E120","ACG",2.15715710714835,0.00442029978103667
"RNF128","L5/L6","E120","ACG",1.1507323497752,0.00445091035713849
"TMEFF2","L5/L6","E120","ACG",1.05550667360345,0.00454434191681549
"SULF2","L5/L6","E120","ACG",1.01124439964377,0.00458740768251645
"SNTG2","L5/L6","E120","ACG",1.26134843732057,0.00459423619171782
"LOC704723","L5/L6","E120","ACG",1.12740218204489,0.00462727350329784
"TPD52L1","L5/L6","E120","ACG",2.41707146050505,0.00464363664917667
"FZD8","L5/L6","E120","ACG",1.40517665817027,0.00465991677138844
"TGFBI","L5/L6","E120","ACG",1.73486523425497,0.00504531862764435
"GLIPR2","L5/L6","E120","ACG",1.30862363809816,0.00510406108093556
"AKAP14","L5/L6","E120","ACG",1.19114527989806,0.00524614617429957
"C13orf36","L5/L6","E120","ACG",1.99676103221106,0.00531475402849533
"DPYD","L5/L6","E120","ACG",2.26097532002281,0.00540639403854301
"ROBO1","L5/L6","E120","ACG",2.18284153173412,0.00554206864791988
"P2RY12","L5/L6","E120","ACG",1.74533169637561,0.00572243522249619
"ST6GALNAC5","L5/L6","E120","ACG",1.86801781087363,0.00580679304686933
"SLC7A11","L5/L6","E120","ACG",1.35021826243418,0.00585923022319
"RAB27B","L5/L6","E120","ACG",1.25687369773329,0.00588494411958346
"OPRK1","L5/L6","E120","ACG",1.35848744213776,0.00592855175629313
"PCDH17","L5/L6","E120","ACG",1.70590821958669,0.006008286338133
"TMCC3","L5/L6","E120","ACG",2.24467277656147,0.00653387151495155
"SIDT1","L5/L6","E120","ACG",1.28566854515186,0.00680097315017026
"PCDH8","L5/L6","E120","ACG",1.43092131917154,0.00697870590207512
"LOC701270","L5/L6","E120","ACG",2.19727241950455,0.00714121957458603
"CPNE4","L5/L6","E120","ACG",1.55657110244039,0.00720317198293211
"SPRED2","L5/L6","E120","ACG",1.77342694478697,0.00720571156901298
"LOC714001","L5/L6","E120","ACG",1.0261864109343,0.0073711628665135
"LOC708314","L5/L6","E120","ACG",1.38350475288674,0.00776328847152393
"DGKB","L5/L6","E120","ACG",1.57493462337495,0.00779760180516881
"TDRD6","L5/L6","E120","ACG",1.89428166781464,0.00781262414382938
"VSTM2L","L5/L6","E120","ACG",1.01674452377565,0.0080240711505899
"TMEM196","L5/L6","E120","ACG",2.14440255867037,0.00812695207439655
"FYCO1","L5/L6","E120","ACG",1.17007783295426,0.0081929839541664
"KCTD4","L5/L6","E120","ACG",1.07834072322784,0.00826475357628173
"KANK4","L5/L6","E120","ACG",1.14883357059207,0.00840413419055424
"CTXN3","L5/L6","E120","ACG",2.43201923368094,0.00848595931188441
"DUSP14","L5/L6","E120","ACG",1.11976550948547,0.00868471869538715
"RAB3B","L5/L6","E120","ACG",1.95861655378351,0.00874592256397858
"NPY5R","L5/L6","E120","ACG",1.13011546862933,0.00876881787827413
"LOC720209","L5/L6","E120","ACG",1.09324700805823,0.00908919290665156
"NPNT","L5/L6","E120","ACG",1.76301769941248,0.00923641403539344
"CRIM1","L5/L6","E120","ACG",1.56253993840531,0.00926720472554522
"FOLH1","L5/L6","E120","ACG",1.17105214561908,0.00936290570443758
"NEFL","L5/L6","E120","ACG",1.61258560135099,0.00942788594894159
"NPPA","L5/L6","E120","ACG",1.01208365747493,0.00945014169184276
"LOC100424671","L5/L6","E120","ACG",1.4933622308496,0.00946949283511524
"EGR3","L5/L6","E120","ACG",1.67363657843771,0.00954877503801346
"LOC693866","L5/L6","E120","ACG",1.31426814575992,0.00963506495862601
"KRT1","L5/L6","E120","ACG",1.60817139115694,0.00976215273345471
"LOC694923","L5/L6","E120","ACG",1.50267240489684,0.00979000361766803
"CCDC80","L5/L6","E120","ACG",1.01114980630187,0.0101360054333792
"MARCH3","L5/L6","E120","ACG",1.40707164779483,0.0105900495487238
"DUSP4","L5/L6","E120","ACG",1.13583944417392,0.0109756945602533
"ZCCHC12","L5/L6","E120","ACG",1.15805413644658,0.0109936130955514
"CACNB2","L5/L6","E120","ACG",1.39093892301849,0.0110386707905779
"CAV1","L5/L6","E120","ACG",1.08091718435372,0.0114253740134627
"TSHZ2","L5/L6","E120","ACG",1.16873760143704,0.0115212324516667
"LOC696983","L5/L6","E120","ACG",1.19199267972479,0.011838139407559
"DCN","L5/L6","E120","ACG",1.37177682485632,0.0122976427114869
"NEK6","L5/L6","E120","ACG",1.07294703331835,0.0123880778443777
"DERA","L5/L6","E120","ACG",1.33100793795048,0.0126456797522032
"LOC698670","L5/L6","E120","ACG",2.12850977928756,0.0129050509506297
"LOC716854","L5/L6","E120","ACG",1.64229227095727,0.0131020250723948
"CTGF","L5/L6","E120","ACG",1.00240955581365,0.0133260407806246
"ID4","L5/L6","E120","ACG",1.30239853040045,0.0134788780295026
"SPRY4","L5/L6","E120","ACG",1.27028868259888,0.0135592370495843
"DIAPH3","L5/L6","E120","ACG",2.78328892168699,0.0136103357414965
"TMEM200A","L5/L6","E120","ACG",1.74266564633228,0.0139364500583939
"SEC24D","L5/L6","E120","ACG",1.75725020871185,0.0145863975740684
"IFIT3","L5/L6","E120","ACG",2.17989706099443,0.0146646744635235
"FOSL2","L5/L6","E120","ACG",1.6018553768307,0.01470662149758
"LOC100424432","L5/L6","E120","ACG",1.65350126820174,0.0153498978960613
"SMYD2","L5/L6","E120","ACG",1.05961236750215,0.0153866378362949
"ALDH1L1","L5/L6","E120","ACG",1.37563896429523,0.0153891024581648
"ABLIM3","L5/L6","E120","ACG",1.21490397642455,0.015986301463633
"GABRA5","L5/L6","E120","ACG",1.22583367752975,0.0160159644742034
"PNMA5","L5/L6","E120","ACG",1.49664498475508,0.016562515018371
"FAM102B","L5/L6","E120","ACG",1.18121382230873,0.0169502370912277
"KITLG","L5/L6","E120","ACG",1.29025526333626,0.0170003185657275
"LOC707198","L5/L6","E120","ACG",1.22494891679824,0.0173389901720401
"GPR158","L5/L6","E120","ACG",1.43535986697203,0.0173775033615495
"LOC717748","L5/L6","E120","ACG",1.12002307136917,0.0174354636763471
"ECI1","L5/L6","E120","ACG",1.04339176306184,0.0174404301710657
"LOC722330","L5/L6","E120","ACG",1.96749792086597,0.0177129135554052
"MAOB","L5/L6","E120","ACG",1.6152215600298,0.0177774850010571
"ANXA3","L5/L6","E120","ACG",1.07782599631188,0.0181296099737524
"CRHBP","L5/L6","E120","ACG",1.07402669886326,0.0181784801372127
"LOC709463","L5/L6","E120","ACG",1.13012618233883,0.0181886968183407
"PNPLA3","L5/L6","E120","ACG",1.14523693978242,0.0182232821854257
"ALDH1A1","L5/L6","E120","ACG",1.22728142426074,0.018820852715933
"GCG","L5/L6","E120","ACG",1.77960275497049,0.0190808162620725
"OLFM3","L5/L6","E120","ACG",1.01910319214211,0.0192180353271638
"MYBPC1","L5/L6","E120","ACG",1.00485964437885,0.019410224159578
"PDLIM5","L5/L6","E120","ACG",1.11569561975485,0.0195730252874623
"GDPD2","L5/L6","E120","ACG",1.3069098229264,0.0195861466265257
"TMEM155","L5/L6","E120","ACG",1.70297192375224,0.0195919293177054
"C8H8orf46","L5/L6","E120","ACG",1.67651517613579,0.0199082428413847
"LOC100427307","L5/L6","E120","ACG",1.25784858941042,0.0200042584868656
"CLDN23","L5/L6","E120","ACG",1.54423484129284,0.0200118607879723
"LOXL1","L5/L6","E120","ACG",1.2787795926878,0.0205635377883017
"ADAMTS8","L5/L6","E120","ACG",1.64494548139515,0.0205867267642436
"LOC711108","L5/L6","E120","ACG",1.00473611352554,0.0206809851071355
"RXFP1","L5/L6","E120","ACG",1.22251051276041,0.0209360529887847
"EHD4","L5/L6","E120","ACG",1.2289790005421,0.0217299384459989
"LOC715993","L5/L6","E120","ACG",1.01524558320335,0.0219007804935152
"LYN","L5/L6","E120","ACG",1.06561134842441,0.0221359889839806
"ZBTB46","L5/L6","E120","ACG",1.07353374048439,0.0228426425436583
"ACOT2","L5/L6","E120","ACG",1.23137318466928,0.0232515123077477
"OLFM4","L5/L6","E120","ACG",1.81647448850491,0.0233734960440921
"LOC719578","L5/L6","E120","ACG",2.18906913752117,0.0234132808045664
"TESC","L5/L6","E120","ACG",1.19137795649695,0.0246673268078415
"LOC705675","L5/L6","E120","ACG",1.62304000126989,0.0246840388770945
"ROR1","L5/L6","E120","ACG",1.05126375181179,0.0247762914191432
"SCN9A","L5/L6","E120","ACG",1.19651401672786,0.0254385699998474
"AQP4","L5/L6","E120","ACG",1.01977253260332,0.0256373286449063
"NTS","L5/L6","E120","ACG",2.70242389472308,0.025759054299542
"SST","L5/L6","E120","ACG",2.08179589000277,0.0259434576428079
"GABRQ","L5/L6","E120","ACG",1.05524308102437,0.025993191891266
"SEMA3C","L5/L6","E120","ACG",1.53833151527753,0.026411517323592
"SYNE1","L5/L6","E120","ACG",1.22950973519964,0.0267596755961549
"ANXA5","L5/L6","E120","ACG",1.09627214345685,0.0270031492248778
"ABCA5","L5/L6","E120","ACG",1.04964243513595,0.0271679730267859
"ITGA8","L5/L6","E120","ACG",1.04843303351147,0.0274392872121317
"NPY1R","L5/L6","E120","ACG",1.12885272562236,0.0294729274163566
"LRP4","L5/L6","E120","ACG",1.13424762294513,0.0306608696952632
"PNOC","L5/L6","E120","ACG",1.00970096552983,0.0309326168223628
"ALK","L5/L6","E120","ACG",1.70422791457762,0.031149664344646
"COBL","L5/L6","E120","ACG",1.05859309855362,0.0316738517992886
"PLP1","L5/L6","E120","ACG",1.23543626356683,0.0317569899109182
"MBOAT1","L5/L6","E120","ACG",1.27197920538318,0.0319871938450568
"SDK2","L5/L6","E120","ACG",1.64728743777451,0.0357321308416615
"LOC100423462","L5/L6","E120","ACG",1.57111037731423,0.038482286241974
"RPRML","L5/L6","E120","ACG",1.04656498582113,0.0385879113662169
"C1QA","L5/L6","E120","ACG",1.06678471411922,0.0387797777235719
"CIT","L5/L6","E120","ACG",1.43782241455284,0.0391365906036098
"CCR1","L5/L6","E120","ACG",1.57470535630568,0.0395421946950318
"TNC","L5/L6","E120","ACG",1.08173979302504,0.0395754842065449
"HTR2C","L5/L6","E120","ACG",1.38497853583783,0.0414116617548628
"LOC714309","L5/L6","E120","ACG",1.39028448003375,0.0422741409283762
"PLAC8","L5/L6","E120","ACG",1.26444899363377,0.042744249081631
"CPNE2","L5/L6","E120","ACG",1.35836198826711,0.0438046525982511
"SDK1","L5/L6","E120","ACG",1.2603764693859,0.0476140958784162
"IFI16","L5/L6","E120","ACG",1.01310702205299,0.0477720890551502
"STAC","L5/L6","E120","ACG",1.36800674295066,0.0479120020220369
"SHISA2","L5/L6","E120","ACG",1.29636061041056,0.0481393674854693
"LIFR","L5/L6","E120","ACG",1.07715287134377,0.048331135640582
"LALBA","L5/L6","E120","V1",1.07241250585645,2.66730179941822e-05
"LOC693501","L5/L6","E120","V1",1.62620276983768,4.5643157008241e-05
"TSHZ1","L5/L6","E120","V1",3.3156004664438,0.000112960623358935
"PDYN","L5/L6","E120","V1",1.65138990989456,0.000155367672182143
"STARD13","L5/L6","E120","V1",1.07517964162364,0.000313228023529641
"LOC716520","L5/L6","E120","V1",1.14332750721441,0.000332990703453129
"LOC712844","L5/L6","E120","V1",1.24595457102522,0.000384593221493289
"ESRRG","L5/L6","E120","V1",2.63312027692434,0.000391927130837011
"SNAI2","L5/L6","E120","V1",1.04899848495303,0.000454053800835141
"ABI3BP","L5/L6","E120","V1",3.48618762013407,0.00081755617531652
"BARD1","L5/L6","E120","V1",1.72531130322284,0.00101124055435692
"RASL10A","L5/L6","E120","V1",1.43956578650935,0.00151238688475322
"ARHGAP9","L5/L6","E120","V1",2.06633148609156,0.00203647733998028
"HS3ST1","L5/L6","E120","V1",1.32386578592001,0.00211502732782625
